year,garnizon,method,suicides,outcome
2020,Łódź,gas,13,Attempted
2020,Łódź,poison,7,Attempted
2020,Łódź,damaging circulatory system,74,Attempted
2020,Łódź,self harm,185,Attempted
2020,Łódź,throwing from height,106,Attempted
2020,Łódź,drowning,3,Attempted
2020,Łódź,hanging,413,Attempted
2020,Łódź,throwing to moving vehicle,26,Attempted
2020,Łódź,shooting,7,Attempted
2020,Łódź,pills,351,Attempted
2020,Lublin,gas,2,Attempted
2020,Lublin,poison,5,Attempted
2020,Lublin,damaging circulatory system,18,Attempted
2020,Lublin,self harm,60,Attempted
2020,Lublin,throwing from height,32,Attempted
2020,Lublin,drowning,12,Attempted
2020,Lublin,hanging,346,Attempted
2020,Lublin,throwing to moving vehicle,10,Attempted
2020,Lublin,shooting,10,Attempted
2020,Lublin,pills,98,Attempted
2020,Olsztyn,gas,6,Attempted
2020,Olsztyn,poison,4,Attempted
2020,Olsztyn,damaging circulatory system,18,Attempted
2020,Olsztyn,self harm,50,Attempted
2020,Olsztyn,throwing from height,38,Attempted
2020,Olsztyn,drowning,4,Attempted
2020,Olsztyn,hanging,312,Attempted
2020,Olsztyn,throwing to moving vehicle,13,Attempted
2020,Olsztyn,shooting,4,Attempted
2020,Olsztyn,pills,90,Attempted
2020,Opole,gas,1,Attempted
2020,Opole,poison,1,Attempted
2020,Opole,damaging circulatory system,6,Attempted
2020,Opole,self harm,14,Attempted
2020,Opole,throwing from height,12,Attempted
2020,Opole,drowning,1,Attempted
2020,Opole,hanging,117,Attempted
2020,Opole,throwing to moving vehicle,5,Attempted
2020,Opole,shooting,0,Attempted
2020,Opole,pills,23,Attempted
2020,Poznań,gas,3,Attempted
2020,Poznań,poison,6,Attempted
2020,Poznań,damaging circulatory system,22,Attempted
2020,Poznań,self harm,68,Attempted
2020,Poznań,throwing from height,48,Attempted
2020,Poznań,drowning,10,Attempted
2020,Poznań,hanging,429,Attempted
2020,Poznań,throwing to moving vehicle,32,Attempted
2020,Poznań,shooting,8,Attempted
2020,Poznań,pills,75,Attempted
2020,Rzeszów,gas,3,Attempted
2020,Rzeszów,poison,6,Attempted
2020,Rzeszów,damaging circulatory system,24,Attempted
2020,Rzeszów,self harm,74,Attempted
2020,Rzeszów,throwing from height,35,Attempted
2020,Rzeszów,drowning,10,Attempted
2020,Rzeszów,hanging,293,Attempted
2020,Rzeszów,throwing to moving vehicle,7,Attempted
2020,Rzeszów,shooting,6,Attempted
2020,Rzeszów,pills,101,Attempted
2020,Szczecin,gas,7,Attempted
2020,Szczecin,poison,1,Attempted
2020,Szczecin,damaging circulatory system,21,Attempted
2020,Szczecin,self harm,54,Attempted
2020,Szczecin,throwing from height,33,Attempted
2020,Szczecin,drowning,17,Attempted
2020,Szczecin,hanging,291,Attempted
2020,Szczecin,throwing to moving vehicle,10,Attempted
2020,Szczecin,shooting,0,Attempted
2020,Szczecin,pills,67,Attempted
2020,Warszawa,gas,3,Attempted
2020,Warszawa,poison,5,Attempted
2020,Warszawa,damaging circulatory system,9,Attempted
2020,Warszawa,self harm,43,Attempted
2020,Warszawa,throwing from height,92,Attempted
2020,Warszawa,drowning,3,Attempted
2020,Warszawa,hanging,278,Attempted
2020,Warszawa,throwing to moving vehicle,21,Attempted
2020,Warszawa,shooting,8,Attempted
2020,Warszawa,pills,56,Attempted
2020,Radom,gas,4,Attempted
2020,Radom,poison,3,Attempted
2020,Radom,damaging circulatory system,24,Attempted
2020,Radom,self harm,35,Attempted
2020,Radom,throwing from height,33,Attempted
2020,Radom,drowning,7,Attempted
2020,Radom,hanging,432,Attempted
2020,Radom,throwing to moving vehicle,3,Attempted
2020,Radom,shooting,6,Attempted
2020,Radom,pills,84,Attempted
2020,Wrocław,gas,6,Attempted
2020,Wrocław,poison,4,Attempted
2020,Wrocław,damaging circulatory system,45,Attempted
2020,Wrocław,self harm,85,Attempted
2020,Wrocław,throwing from height,111,Attempted
2020,Wrocław,drowning,7,Attempted
2020,Wrocław,hanging,458,Attempted
2020,Wrocław,throwing to moving vehicle,26,Attempted
2020,Wrocław,shooting,8,Attempted
2020,Wrocław,pills,144,Attempted
2021,Bydgoszcz,gas,4,Attempted
2021,Bydgoszcz,poison,0,Attempted
2021,Bydgoszcz,damaging circulatory system,13,Attempted
2021,Bydgoszcz,self harm,21,Attempted
2021,Bydgoszcz,throwing from height,29,Attempted
2021,Bydgoszcz,drowning,8,Attempted
2021,Bydgoszcz,hanging,278,Attempted
2021,Bydgoszcz,throwing to moving vehicle,9,Attempted
2021,Bydgoszcz,shooting,6,Attempted
2021,Bydgoszcz,pills,61,Attempted
2021,Białystok,gas,5,Attempted
2021,Białystok,poison,2,Attempted
2021,Białystok,damaging circulatory system,25,Attempted
2021,Białystok,self harm,78,Attempted
2021,Białystok,throwing from height,45,Attempted
2021,Białystok,drowning,5,Attempted
2021,Białystok,hanging,200,Attempted
2021,Białystok,throwing to moving vehicle,8,Attempted
2021,Białystok,shooting,4,Attempted
2021,Białystok,pills,134,Attempted
2021,Gdańsk,gas,7,Attempted
2021,Gdańsk,poison,10,Attempted
2021,Gdańsk,damaging circulatory system,102,Attempted
2021,Gdańsk,self harm,249,Attempted
2021,Gdańsk,throwing from height,118,Attempted
2021,Gdańsk,drowning,23,Attempted
2021,Gdańsk,hanging,427,Attempted
2021,Gdańsk,throwing to moving vehicle,55,Attempted
2021,Gdańsk,shooting,5,Attempted
2021,Gdańsk,pills,512,Attempted
2021,Gorzów Wlkp.,gas,4,Attempted
2021,Gorzów Wlkp.,poison,3,Attempted
2021,Gorzów Wlkp.,damaging circulatory system,17,Attempted
2021,Gorzów Wlkp.,self harm,32,Attempted
2021,Gorzów Wlkp.,throwing from height,16,Attempted
2021,Gorzów Wlkp.,drowning,2,Attempted
2021,Gorzów Wlkp.,hanging,184,Attempted
2021,Gorzów Wlkp.,throwing to moving vehicle,13,Attempted
2021,Gorzów Wlkp.,shooting,2,Attempted
2021,Gorzów Wlkp.,pills,42,Attempted
2021,Katowice,gas,13,Attempted
2021,Katowice,poison,15,Attempted
2021,Katowice,damaging circulatory system,117,Attempted
2021,Katowice,self harm,220,Attempted
2021,Katowice,throwing from height,144,Attempted
2021,Katowice,drowning,11,Attempted
2021,Katowice,hanging,602,Attempted
2021,Katowice,throwing to moving vehicle,46,Attempted
2021,Katowice,shooting,14,Attempted
2021,Katowice,pills,509,Attempted
2021,Kielce,gas,5,Attempted
2021,Kielce,poison,4,Attempted
2021,Kielce,damaging circulatory system,18,Attempted
2021,Kielce,self harm,59,Attempted
2021,Kielce,throwing from height,21,Attempted
2021,Kielce,drowning,5,Attempted
2021,Kielce,hanging,242,Attempted
2021,Kielce,throwing to moving vehicle,2,Attempted
2021,Kielce,shooting,4,Attempted
2021,Kielce,pills,142,Attempted
2021,Kraków,gas,6,Attempted
2021,Kraków,poison,7,Attempted
2021,Kraków,damaging circulatory system,69,Attempted
2021,Kraków,self harm,118,Attempted
2021,Kraków,throwing from height,74,Attempted
2021,Kraków,drowning,12,Attempted
2021,Kraków,hanging,455,Attempted
2021,Kraków,throwing to moving vehicle,23,Attempted
2021,Kraków,shooting,4,Attempted
2021,Kraków,pills,387,Attempted
2021,Łódź,gas,17,Attempted
2021,Łódź,poison,10,Attempted
2021,Łódź,damaging circulatory system,78,Attempted
2021,Łódź,self harm,233,Attempted
2021,Łódź,throwing from height,89,Attempted
2021,Łódź,drowning,4,Attempted
2021,Łódź,hanging,408,Attempted
2021,Łódź,throwing to moving vehicle,36,Attempted
2021,Łódź,shooting,3,Attempted
2021,Łódź,pills,398,Attempted
2021,Lublin,gas,3,Attempted
2021,Lublin,poison,9,Attempted
2021,Lublin,damaging circulatory system,34,Attempted
2021,Lublin,self harm,79,Attempted
2021,Lublin,throwing from height,43,Attempted
2021,Lublin,drowning,3,Attempted
2021,Lublin,hanging,369,Attempted
2021,Lublin,throwing to moving vehicle,5,Attempted
2021,Lublin,shooting,7,Attempted
2021,Lublin,pills,136,Attempted
2021,Olsztyn,gas,2,Attempted
2021,Olsztyn,poison,2,Attempted
2021,Olsztyn,damaging circulatory system,23,Attempted
2021,Olsztyn,self harm,75,Attempted
2021,Olsztyn,throwing from height,37,Attempted
2021,Olsztyn,drowning,11,Attempted
2021,Olsztyn,hanging,269,Attempted
2021,Olsztyn,throwing to moving vehicle,8,Attempted
2021,Olsztyn,shooting,3,Attempted
2021,Olsztyn,pills,130,Attempted
2021,Opole,gas,1,Attempted
2021,Opole,poison,3,Attempted
2021,Opole,damaging circulatory system,11,Attempted
2021,Opole,self harm,20,Attempted
2021,Opole,throwing from height,10,Attempted
2021,Opole,drowning,3,Attempted
2021,Opole,hanging,130,Attempted
2021,Opole,throwing to moving vehicle,8,Attempted
2021,Opole,shooting,2,Attempted
2021,Opole,pills,31,Attempted
2021,Poznań,gas,6,Attempted
2021,Poznań,poison,5,Attempted
2021,Poznań,damaging circulatory system,28,Attempted
2021,Poznań,self harm,83,Attempted
2021,Poznań,throwing from height,56,Attempted
2021,Poznań,drowning,6,Attempted
2021,Poznań,hanging,446,Attempted
2021,Poznań,throwing to moving vehicle,44,Attempted
2021,Poznań,shooting,2,Attempted
2021,Poznań,pills,97,Attempted
2021,Rzeszów,gas,5,Attempted
2021,Rzeszów,poison,4,Attempted
2021,Rzeszów,damaging circulatory system,33,Attempted
2021,Rzeszów,self harm,67,Attempted
2021,Rzeszów,throwing from height,38,Attempted
2021,Rzeszów,drowning,13,Attempted
2021,Rzeszów,hanging,318,Attempted
2021,Rzeszów,throwing to moving vehicle,9,Attempted
2021,Rzeszów,shooting,5,Attempted
2021,Rzeszów,pills,115,Attempted
2021,Szczecin,gas,6,Attempted
2021,Szczecin,poison,1,Attempted
2021,Szczecin,damaging circulatory system,24,Attempted
2021,Szczecin,self harm,50,Attempted
2021,Szczecin,throwing from height,41,Attempted
2021,Szczecin,drowning,11,Attempted
2021,Szczecin,hanging,284,Attempted
2021,Szczecin,throwing to moving vehicle,10,Attempted
2021,Szczecin,shooting,1,Attempted
2021,Szczecin,pills,143,Attempted
2021,Warszawa,gas,10,Attempted
2021,Warszawa,poison,6,Attempted
2021,Warszawa,damaging circulatory system,20,Attempted
2021,Warszawa,self harm,45,Attempted
2021,Warszawa,throwing from height,98,Attempted
2021,Warszawa,drowning,3,Attempted
2021,Warszawa,hanging,283,Attempted
2021,Warszawa,throwing to moving vehicle,25,Attempted
2021,Warszawa,shooting,13,Attempted
2021,Warszawa,pills,91,Attempted
2021,Radom,gas,5,Attempted
2021,Radom,poison,3,Attempted
2021,Radom,damaging circulatory system,31,Attempted
2021,Radom,self harm,50,Attempted
2021,Radom,throwing from height,22,Attempted
2021,Radom,drowning,4,Attempted
2021,Radom,hanging,427,Attempted
2021,Radom,throwing to moving vehicle,2,Attempted
2021,Radom,shooting,4,Attempted
2021,Radom,pills,106,Attempted
2021,Wrocław,gas,9,Attempted
2021,Wrocław,poison,7,Attempted
2021,Wrocław,damaging circulatory system,36,Attempted
2021,Wrocław,self harm,134,Attempted
2021,Wrocław,throwing from height,107,Attempted
2021,Wrocław,drowning,18,Attempted
2021,Wrocław,hanging,413,Attempted
2021,Wrocław,throwing to moving vehicle,23,Attempted
2021,Wrocław,shooting,9,Attempted
2021,Wrocław,pills,192,Attempted
2022,Bydgoszcz,gas,4,Attempted
2022,Bydgoszcz,poison,2,Attempted
2022,Bydgoszcz,damaging circulatory system,17,Attempted
2022,Bydgoszcz,self harm,36,Attempted
2022,Bydgoszcz,throwing from height,57,Attempted
2022,Bydgoszcz,drowning,10,Attempted
2022,Bydgoszcz,hanging,259,Attempted
2022,Bydgoszcz,throwing to moving vehicle,9,Attempted
2022,Bydgoszcz,shooting,2,Attempted
2022,Bydgoszcz,pills,90,Attempted
2022,Białystok,gas,8,Attempted
2022,Białystok,poison,3,Attempted
2022,Białystok,damaging circulatory system,19,Attempted
2022,Białystok,self harm,97,Attempted
2022,Białystok,throwing from height,37,Attempted
2022,Białystok,drowning,10,Attempted
2022,Białystok,hanging,200,Attempted
2022,Białystok,throwing to moving vehicle,6,Attempted
2022,Białystok,shooting,2,Attempted
2022,Białystok,pills,179,Attempted
2022,Gdańsk,gas,7,Attempted
2022,Gdańsk,poison,12,Attempted
2022,Gdańsk,damaging circulatory system,105,Attempted
2022,Gdańsk,self harm,300,Attempted
2022,Gdańsk,throwing from height,98,Attempted
2022,Gdańsk,drowning,32,Attempted
2022,Gdańsk,hanging,417,Attempted
2022,Gdańsk,throwing to moving vehicle,49,Attempted
2022,Gdańsk,shooting,6,Attempted
2022,Gdańsk,pills,643,Attempted
2022,Gorzów Wlkp.,gas,2,Attempted
2022,Gorzów Wlkp.,poison,1,Attempted
2022,Gorzów Wlkp.,damaging circulatory system,18,Attempted
2022,Gorzów Wlkp.,self harm,44,Attempted
2022,Gorzów Wlkp.,throwing from height,20,Attempted
2022,Gorzów Wlkp.,drowning,2,Attempted
2022,Gorzów Wlkp.,hanging,144,Attempted
2022,Gorzów Wlkp.,throwing to moving vehicle,5,Attempted
2022,Gorzów Wlkp.,shooting,4,Attempted
2022,Gorzów Wlkp.,pills,57,Attempted
2022,Katowice,gas,16,Attempted
2022,Katowice,poison,15,Attempted
2022,Katowice,damaging circulatory system,114,Attempted
2022,Katowice,self harm,252,Attempted
2022,Katowice,throwing from height,158,Attempted
2022,Katowice,drowning,13,Attempted
2022,Katowice,hanging,613,Attempted
2022,Katowice,throwing to moving vehicle,44,Attempted
2022,Katowice,shooting,13,Attempted
2022,Katowice,pills,624,Attempted
2022,Kielce,gas,3,Attempted
2022,Kielce,poison,0,Attempted
2022,Kielce,damaging circulatory system,28,Attempted
2022,Kielce,self harm,69,Attempted
2022,Kielce,throwing from height,34,Attempted
2022,Kielce,drowning,7,Attempted
2022,Kielce,hanging,203,Attempted
2022,Kielce,throwing to moving vehicle,4,Attempted
2022,Kielce,shooting,4,Attempted
2022,Kielce,pills,143,Attempted
2022,Kraków,gas,12,Attempted
2022,Kraków,poison,17,Attempted
2022,Kraków,damaging circulatory system,75,Attempted
2022,Kraków,self harm,176,Attempted
2022,Kraków,throwing from height,91,Attempted
2022,Kraków,drowning,14,Attempted
2022,Kraków,hanging,412,Attempted
2022,Kraków,throwing to moving vehicle,21,Attempted
2022,Kraków,shooting,14,Attempted
2022,Kraków,pills,411,Attempted
2022,Łódź,gas,13,Attempted
2022,Łódź,poison,8,Attempted
2022,Łódź,damaging circulatory system,86,Attempted
2022,Łódź,self harm,252,Attempted
2022,Łódź,throwing from height,94,Attempted
2022,Łódź,drowning,8,Attempted
2022,Łódź,hanging,410,Attempted
2022,Łódź,throwing to moving vehicle,36,Attempted
2022,Łódź,shooting,6,Attempted
2022,Łódź,pills,470,Attempted
2022,Lublin,gas,4,Attempted
2022,Lublin,poison,9,Attempted
2022,Lublin,damaging circulatory system,24,Attempted
2022,Lublin,self harm,80,Attempted
2022,Lublin,throwing from height,30,Attempted
2022,Lublin,drowning,1,Attempted
2022,Lublin,hanging,363,Attempted
2022,Lublin,throwing to moving vehicle,11,Attempted
2022,Lublin,shooting,16,Attempted
2022,Lublin,pills,226,Attempted
2022,Olsztyn,gas,3,Attempted
2022,Olsztyn,poison,2,Attempted
2022,Olsztyn,damaging circulatory system,21,Attempted
2022,Olsztyn,self harm,73,Attempted
2022,Olsztyn,throwing from height,43,Attempted
2022,Olsztyn,drowning,7,Attempted
2022,Olsztyn,hanging,304,Attempted
2022,Olsztyn,throwing to moving vehicle,7,Attempted
2022,Olsztyn,shooting,5,Attempted
2022,Olsztyn,pills,135,Attempted
2022,Opole,gas,1,Attempted
2022,Opole,poison,0,Attempted
2022,Opole,damaging circulatory system,18,Attempted
2022,Opole,self harm,19,Attempted
2022,Opole,throwing from height,21,Attempted
2022,Opole,drowning,2,Attempted
2022,Opole,hanging,126,Attempted
2022,Opole,throwing to moving vehicle,11,Attempted
2022,Opole,shooting,3,Attempted
2022,Opole,pills,53,Attempted
2022,Poznań,gas,1,Attempted
2022,Poznań,poison,3,Attempted
2022,Poznań,damaging circulatory system,31,Attempted
2022,Poznań,self harm,98,Attempted
2022,Poznań,throwing from height,50,Attempted
2022,Poznań,drowning,11,Attempted
2022,Poznań,hanging,402,Attempted
2022,Poznań,throwing to moving vehicle,46,Attempted
2022,Poznań,shooting,11,Attempted
2022,Poznań,pills,139,Attempted
2022,Rzeszów,gas,5,Attempted
2022,Rzeszów,poison,6,Attempted
2022,Rzeszów,damaging circulatory system,20,Attempted
2022,Rzeszów,self harm,95,Attempted
2022,Rzeszów,throwing from height,42,Attempted
2022,Rzeszów,drowning,9,Attempted
2022,Rzeszów,hanging,331,Attempted
2022,Rzeszów,throwing to moving vehicle,9,Attempted
2022,Rzeszów,shooting,5,Attempted
2022,Rzeszów,pills,151,Attempted
2022,Szczecin,gas,2,Attempted
2022,Szczecin,poison,5,Attempted
2022,Szczecin,damaging circulatory system,29,Attempted
2022,Szczecin,self harm,68,Attempted
2022,Szczecin,throwing from height,37,Attempted
2022,Szczecin,drowning,11,Attempted
2022,Szczecin,hanging,253,Attempted
2022,Szczecin,throwing to moving vehicle,13,Attempted
2022,Szczecin,shooting,6,Attempted
2022,Szczecin,pills,144,Attempted
2022,Warszawa,gas,6,Attempted
2022,Warszawa,poison,3,Attempted
2022,Warszawa,damaging circulatory system,17,Attempted
2022,Warszawa,self harm,52,Attempted
2022,Warszawa,throwing from height,92,Attempted
2022,Warszawa,drowning,2,Attempted
2022,Warszawa,hanging,272,Attempted
2022,Warszawa,throwing to moving vehicle,24,Attempted
2022,Warszawa,shooting,9,Attempted
2022,Warszawa,pills,117,Attempted
2022,Radom,gas,7,Attempted
2022,Radom,poison,6,Attempted
2022,Radom,damaging circulatory system,23,Attempted
2022,Radom,self harm,53,Attempted
2022,Radom,throwing from height,49,Attempted
2022,Radom,drowning,6,Attempted
2022,Radom,hanging,432,Attempted
2022,Radom,throwing to moving vehicle,12,Attempted
2022,Radom,shooting,5,Attempted
2022,Radom,pills,132,Attempted
2022,Wrocław,gas,5,Attempted
2022,Wrocław,poison,10,Attempted
2022,Wrocław,damaging circulatory system,49,Attempted
2022,Wrocław,self harm,124,Attempted
2022,Wrocław,throwing from height,97,Attempted
2022,Wrocław,drowning,7,Attempted
2022,Wrocław,hanging,421,Attempted
2022,Wrocław,throwing to moving vehicle,28,Attempted
2022,Wrocław,shooting,11,Attempted
2022,Wrocław,pills,179,Attempted
2023,Bydgoszcz,gas,4,Attempted
2023,Bydgoszcz,poison,3,Attempted
2023,Bydgoszcz,damaging circulatory system,21,Attempted
2023,Bydgoszcz,self harm,51,Attempted
2023,Bydgoszcz,throwing from height,29,Attempted
2023,Bydgoszcz,drowning,6,Attempted
2023,Bydgoszcz,hanging,280,Attempted
2023,Bydgoszcz,throwing to moving vehicle,8,Attempted
2023,Bydgoszcz,shooting,5,Attempted
2023,Bydgoszcz,pills,115,Attempted
2023,Białystok,gas,3,Attempted
2023,Białystok,poison,4,Attempted
2023,Białystok,damaging circulatory system,21,Attempted
2023,Białystok,self harm,84,Attempted
2023,Białystok,throwing from height,36,Attempted
2023,Białystok,drowning,5,Attempted
2023,Białystok,hanging,217,Attempted
2023,Białystok,throwing to moving vehicle,3,Attempted
2023,Białystok,shooting,9,Attempted
2023,Białystok,pills,193,Attempted
2023,Gdańsk,gas,5,Attempted
2023,Gdańsk,poison,14,Attempted
2023,Gdańsk,damaging circulatory system,106,Attempted
2023,Gdańsk,self harm,289,Attempted
2023,Gdańsk,throwing from height,96,Attempted
2023,Gdańsk,drowning,15,Attempted
2023,Gdańsk,hanging,387,Attempted
2023,Gdańsk,throwing to moving vehicle,43,Attempted
2023,Gdańsk,shooting,4,Attempted
2023,Gdańsk,pills,768,Attempted
2023,Gorzów Wlkp.,gas,1,Attempted
2023,Gorzów Wlkp.,poison,3,Attempted
2023,Gorzów Wlkp.,damaging circulatory system,21,Attempted
2023,Gorzów Wlkp.,self harm,24,Attempted
2023,Gorzów Wlkp.,throwing from height,19,Attempted
2023,Gorzów Wlkp.,drowning,5,Attempted
2023,Gorzów Wlkp.,hanging,137,Attempted
2023,Gorzów Wlkp.,throwing to moving vehicle,8,Attempted
2023,Gorzów Wlkp.,shooting,7,Attempted
2023,Gorzów Wlkp.,pills,61,Attempted
2023,Katowice,gas,15,Attempted
2023,Katowice,poison,17,Attempted
2023,Katowice,damaging circulatory system,111,Attempted
2023,Katowice,self harm,284,Attempted
2023,Katowice,throwing from height,186,Attempted
2023,Katowice,drowning,6,Attempted
2023,Katowice,hanging,610,Attempted
2023,Katowice,throwing to moving vehicle,50,Attempted
2023,Katowice,shooting,16,Attempted
2023,Katowice,pills,699,Attempted
2023,Kielce,gas,3,Attempted
2023,Kielce,poison,2,Attempted
2023,Kielce,damaging circulatory system,18,Attempted
2023,Kielce,self harm,66,Attempted
2023,Kielce,throwing from height,24,Attempted
2023,Kielce,drowning,7,Attempted
2023,Kielce,hanging,227,Attempted
2023,Kielce,throwing to moving vehicle,9,Attempted
2023,Kielce,shooting,5,Attempted
2023,Kielce,pills,180,Attempted
2023,Kraków,gas,11,Attempted
2023,Kraków,poison,10,Attempted
2023,Kraków,damaging circulatory system,64,Attempted
2023,Kraków,self harm,160,Attempted
2023,Kraków,throwing from height,83,Attempted
2023,Kraków,drowning,13,Attempted
2023,Kraków,hanging,404,Attempted
2023,Kraków,throwing to moving vehicle,17,Attempted
2023,Kraków,shooting,10,Attempted
2023,Kraków,pills,393,Attempted
2023,Łódź,gas,8,Attempted
2023,Łódź,poison,7,Attempted
2023,Łódź,damaging circulatory system,91,Attempted
2023,Łódź,self harm,267,Attempted
2023,Łódź,throwing from height,116,Attempted
2023,Łódź,drowning,1,Attempted
2023,Łódź,hanging,400,Attempted
2023,Łódź,throwing to moving vehicle,27,Attempted
2023,Łódź,shooting,7,Attempted
2023,Łódź,pills,505,Attempted
2023,Lublin,gas,4,Attempted
2023,Lublin,poison,11,Attempted
2023,Lublin,damaging circulatory system,21,Attempted
2023,Lublin,self harm,93,Attempted
2023,Lublin,throwing from height,37,Attempted
2023,Lublin,drowning,11,Attempted
2023,Lublin,hanging,335,Attempted
2023,Lublin,throwing to moving vehicle,16,Attempted
2023,Lublin,shooting,7,Attempted
2023,Lublin,pills,214,Attempted
2023,Olsztyn,gas,3,Attempted
2023,Olsztyn,poison,4,Attempted
2023,Olsztyn,damaging circulatory system,28,Attempted
2023,Olsztyn,self harm,65,Attempted
2023,Olsztyn,throwing from height,29,Attempted
2023,Olsztyn,drowning,2,Attempted
2023,Olsztyn,hanging,278,Attempted
2023,Olsztyn,throwing to moving vehicle,12,Attempted
2023,Olsztyn,shooting,3,Attempted
2023,Olsztyn,pills,167,Attempted
2023,Opole,gas,2,Attempted
2023,Opole,poison,0,Attempted
2023,Opole,damaging circulatory system,16,Attempted
2023,Opole,self harm,28,Attempted
2023,Opole,throwing from height,23,Attempted
2023,Opole,drowning,2,Attempted
2023,Opole,hanging,121,Attempted
2023,Opole,throwing to moving vehicle,6,Attempted
2023,Opole,shooting,2,Attempted
2023,Opole,pills,54,Attempted
2023,Poznań,gas,4,Attempted
2023,Poznań,poison,8,Attempted
2023,Poznań,damaging circulatory system,35,Attempted
2023,Poznań,self harm,101,Attempted
2023,Poznań,throwing from height,61,Attempted
2023,Poznań,drowning,11,Attempted
2023,Poznań,hanging,481,Attempted
2023,Poznań,throwing to moving vehicle,42,Attempted
2023,Poznań,shooting,9,Attempted
2023,Poznań,pills,173,Attempted
2023,Rzeszów,gas,7,Attempted
2023,Rzeszów,poison,5,Attempted
2023,Rzeszów,damaging circulatory system,32,Attempted
2023,Rzeszów,self harm,94,Attempted
2023,Rzeszów,throwing from height,37,Attempted
2023,Rzeszów,drowning,8,Attempted
2023,Rzeszów,hanging,285,Attempted
2023,Rzeszów,throwing to moving vehicle,7,Attempted
2023,Rzeszów,shooting,11,Attempted
2023,Rzeszów,pills,140,Attempted
2023,Szczecin,gas,3,Attempted
2023,Szczecin,poison,5,Attempted
2023,Szczecin,damaging circulatory system,37,Attempted
2023,Szczecin,self harm,62,Attempted
2023,Szczecin,throwing from height,44,Attempted
2023,Szczecin,drowning,9,Attempted
2023,Szczecin,hanging,286,Attempted
2023,Szczecin,throwing to moving vehicle,13,Attempted
2023,Szczecin,shooting,3,Attempted
2023,Szczecin,pills,190,Attempted
2023,Warszawa,gas,2,Attempted
2023,Warszawa,poison,11,Attempted
2023,Warszawa,damaging circulatory system,25,Attempted
2023,Warszawa,self harm,58,Attempted
2023,Warszawa,throwing from height,93,Attempted
2023,Warszawa,drowning,7,Attempted
2023,Warszawa,hanging,280,Attempted
2023,Warszawa,throwing to moving vehicle,37,Attempted
2023,Warszawa,shooting,12,Attempted
2023,Warszawa,pills,117,Attempted
2023,Radom,gas,4,Attempted
2023,Radom,poison,9,Attempted
2023,Radom,damaging circulatory system,26,Attempted
2023,Radom,self harm,64,Attempted
2023,Radom,throwing from height,50,Attempted
2023,Radom,drowning,3,Attempted
2023,Radom,hanging,421,Attempted
2023,Radom,throwing to moving vehicle,10,Attempted
2023,Radom,shooting,4,Attempted
2023,Radom,pills,143,Attempted
2023,Wrocław,gas,5,Attempted
2023,Wrocław,poison,5,Attempted
2023,Wrocław,damaging circulatory system,39,Attempted
2023,Wrocław,self harm,128,Attempted
2023,Wrocław,throwing from height,96,Attempted
2023,Wrocław,drowning,14,Attempted
2023,Wrocław,hanging,414,Attempted
2023,Wrocław,throwing to moving vehicle,33,Attempted
2023,Wrocław,shooting,5,Attempted
2023,Wrocław,pills,227,Attempted
1999,Wrocław,gas,1,Fatal
1999,Wrocław,poison,1,Fatal
1999,Wrocław,damaging circulatory system,4,Fatal
1999,Wrocław,self harm,1,Fatal
1999,Wrocław,throwing from height,23,Fatal
1999,Wrocław,drowning,2,Fatal
1999,Wrocław,hanging,277,Fatal
1999,Wrocław,throwing to moving vehicle,7,Fatal
1999,Wrocław,shooting,6,Fatal
1999,Wrocław,pills,6,Fatal
1999,Bydgoszcz,gas,2,Fatal
1999,Bydgoszcz,poison,1,Fatal
1999,Bydgoszcz,damaging circulatory system,2,Fatal
1999,Bydgoszcz,self harm,2,Fatal
1999,Bydgoszcz,throwing from height,12,Fatal
1999,Bydgoszcz,drowning,2,Fatal
1999,Bydgoszcz,hanging,212,Fatal
1999,Bydgoszcz,throwing to moving vehicle,5,Fatal
1999,Bydgoszcz,shooting,2,Fatal
1999,Bydgoszcz,pills,3,Fatal
1999,Lublin,gas,1,Fatal
1999,Lublin,poison,0,Fatal
1999,Lublin,damaging circulatory system,3,Fatal
1999,Lublin,self harm,1,Fatal
1999,Lublin,throwing from height,10,Fatal
1999,Lublin,drowning,8,Fatal
1999,Lublin,hanging,219,Fatal
1999,Lublin,throwing to moving vehicle,4,Fatal
1999,Lublin,shooting,7,Fatal
1999,Lublin,pills,3,Fatal
1999,Gorzów Wlkp.,gas,0,Fatal
1999,Gorzów Wlkp.,poison,0,Fatal
1999,Gorzów Wlkp.,damaging circulatory system,0,Fatal
1999,Gorzów Wlkp.,self harm,1,Fatal
1999,Gorzów Wlkp.,throwing from height,5,Fatal
1999,Gorzów Wlkp.,drowning,4,Fatal
1999,Gorzów Wlkp.,hanging,158,Fatal
1999,Gorzów Wlkp.,throwing to moving vehicle,2,Fatal
1999,Gorzów Wlkp.,shooting,2,Fatal
1999,Gorzów Wlkp.,pills,3,Fatal
1999,Łódź,gas,0,Fatal
1999,Łódź,poison,3,Fatal
1999,Łódź,damaging circulatory system,2,Fatal
1999,Łódź,self harm,5,Fatal
1999,Łódź,throwing from height,22,Fatal
1999,Łódź,drowning,4,Fatal
1999,Łódź,hanging,340,Fatal
1999,Łódź,throwing to moving vehicle,6,Fatal
1999,Łódź,shooting,4,Fatal
1999,Łódź,pills,2,Fatal
