year,garnizon,reason,suicides,outcome
2018,Opole,virus carrier,0,Attempted
2018,Opole,disability,0,Attempted
2018,Opole,family problems,29,Attempted
2018,Opole,conflict outside family,2,Attempted
2018,Opole,heartbreak,14,Attempted
2018,Opole,school/work problems,5,Attempted
2018,Opole,loss of source of income,2,Attempted
2018,Opole,poor economical condition,12,Attempted
2018,Opole,committing a crime,1,Attempted
2018,Opole,unwanted pregnancy,0,Attempted
2018,Opole,death of a loved one,8,Attempted
2018,Opole,threat or loss of residence,0,Attempted
2018,Opole,loss of health,6,Attempted
2018,Poznań,mental illness,164,Attempted
2018,Poznań,physical illness,14,Attempted
2018,Poznań,virus carrier,1,Attempted
2018,Poznań,disability,2,Attempted
2018,Poznań,family problems,86,Attempted
2018,Poznań,conflict outside family,10,Attempted
2018,Poznań,heartbreak,69,Attempted
2018,Poznań,school/work problems,4,Attempted
2018,Poznań,loss of source of income,7,Attempted
2018,Poznań,poor economical condition,32,Attempted
2018,Poznań,committing a crime,3,Attempted
2018,Poznań,unwanted pregnancy,0,Attempted
2018,Poznań,death of a loved one,20,Attempted
2018,Poznań,threat or loss of residence,3,Attempted
2018,Poznań,loss of health,15,Attempted
2018,Rzeszów,mental illness,147,Attempted
2018,Rzeszów,physical illness,8,Attempted
2018,Rzeszów,virus carrier,0,Attempted
2018,Rzeszów,disability,1,Attempted
2018,Rzeszów,family problems,79,Attempted
2018,Rzeszów,conflict outside family,5,Attempted
2018,Rzeszów,heartbreak,57,Attempted
2018,Rzeszów,school/work problems,11,Attempted
2018,Rzeszów,loss of source of income,4,Attempted
2018,Rzeszów,poor economical condition,14,Attempted
2018,Rzeszów,committing a crime,3,Attempted
2018,Rzeszów,unwanted pregnancy,0,Attempted
2018,Rzeszów,death of a loved one,9,Attempted
2018,Rzeszów,threat or loss of residence,2,Attempted
2018,Rzeszów,loss of health,7,Attempted
2018,Szczecin,mental illness,95,Attempted
2018,Szczecin,physical illness,12,Attempted
2018,Szczecin,virus carrier,0,Attempted
2018,Szczecin,disability,1,Attempted
2018,Szczecin,family problems,56,Attempted
2018,Szczecin,conflict outside family,2,Attempted
2018,Szczecin,heartbreak,44,Attempted
2018,Szczecin,school/work problems,6,Attempted
2018,Szczecin,loss of source of income,2,Attempted
2018,Szczecin,poor economical condition,22,Attempted
2018,Szczecin,committing a crime,4,Attempted
2018,Szczecin,unwanted pregnancy,0,Attempted
2018,Szczecin,death of a loved one,10,Attempted
2018,Szczecin,threat or loss of residence,0,Attempted
2018,Szczecin,loss of health,11,Attempted
2018,Warszawa,mental illness,96,Attempted
2018,Warszawa,physical illness,14,Attempted
2018,Warszawa,virus carrier,0,Attempted
2018,Warszawa,disability,0,Attempted
2018,Warszawa,family problems,23,Attempted
2018,Warszawa,conflict outside family,1,Attempted
2018,Warszawa,heartbreak,30,Attempted
2018,Warszawa,school/work problems,8,Attempted
2018,Warszawa,loss of source of income,2,Attempted
2018,Warszawa,poor economical condition,16,Attempted
2018,Warszawa,committing a crime,1,Attempted
2018,Warszawa,unwanted pregnancy,0,Attempted
2018,Warszawa,death of a loved one,5,Attempted
2018,Warszawa,threat or loss of residence,2,Attempted
2018,Warszawa,loss of health,18,Attempted
2018,Radom,mental illness,128,Attempted
2018,Radom,physical illness,10,Attempted
2018,Radom,virus carrier,1,Attempted
2018,Radom,disability,1,Attempted
2018,Radom,family problems,51,Attempted
2018,Radom,conflict outside family,2,Attempted
2018,Radom,heartbreak,44,Attempted
2018,Radom,school/work problems,2,Attempted
2018,Radom,loss of source of income,5,Attempted
2018,Radom,poor economical condition,18,Attempted
2018,Radom,committing a crime,2,Attempted
2018,Radom,unwanted pregnancy,0,Attempted
2018,Radom,death of a loved one,8,Attempted
2018,Radom,threat or loss of residence,2,Attempted
2018,Radom,loss of health,9,Attempted
2018,Wrocław,mental illness,187,Attempted
2018,Wrocław,physical illness,24,Attempted
2018,Wrocław,virus carrier,0,Attempted
2018,Wrocław,disability,2,Attempted
2018,Wrocław,family problems,75,Attempted
2018,Wrocław,conflict outside family,5,Attempted
2018,Wrocław,heartbreak,89,Attempted
2018,Wrocław,school/work problems,7,Attempted
2018,Wrocław,loss of source of income,7,Attempted
2018,Wrocław,poor economical condition,27,Attempted
2018,Wrocław,committing a crime,2,Attempted
2018,Wrocław,unwanted pregnancy,1,Attempted
2018,Wrocław,death of a loved one,16,Attempted
2018,Wrocław,threat or loss of residence,0,Attempted
2018,Wrocław,loss of health,18,Attempted
2019,Bydgoszcz,mental illness,48,Attempted
2019,Bydgoszcz,physical illness,11,Attempted
2019,Bydgoszcz,virus carrier,0,Attempted
2019,Bydgoszcz,disability,1,Attempted
2019,Bydgoszcz,family problems,22,Attempted
2019,Bydgoszcz,conflict outside family,3,Attempted
2019,Bydgoszcz,heartbreak,22,Attempted
2019,Bydgoszcz,school/work problems,6,Attempted
2019,Bydgoszcz,loss of source of income,4,Attempted
2019,Bydgoszcz,poor economical condition,8,Attempted
2019,Bydgoszcz,committing a crime,2,Attempted
2019,Bydgoszcz,unwanted pregnancy,0,Attempted
2019,Bydgoszcz,death of a loved one,4,Attempted
2019,Bydgoszcz,threat or loss of residence,2,Attempted
2019,Bydgoszcz,loss of health,10,Attempted
2019,Białystok,mental illness,117,Attempted
2019,Białystok,physical illness,7,Attempted
2019,Białystok,virus carrier,0,Attempted
2019,Białystok,disability,1,Attempted
2019,Białystok,family problems,41,Attempted
2019,Białystok,conflict outside family,3,Attempted
2019,Białystok,heartbreak,46,Attempted
2019,Białystok,school/work problems,6,Attempted
2019,Białystok,loss of source of income,2,Attempted
2019,Białystok,poor economical condition,6,Attempted
2019,Białystok,committing a crime,1,Attempted
2019,Białystok,unwanted pregnancy,1,Attempted
2019,Białystok,death of a loved one,8,Attempted
2019,Białystok,threat or loss of residence,0,Attempted
2019,Białystok,loss of health,12,Attempted
2019,Gdańsk,mental illness,150,Attempted
2019,Gdańsk,physical illness,11,Attempted
2019,Gdańsk,virus carrier,0,Attempted
2019,Gdańsk,disability,1,Attempted
2019,Gdańsk,family problems,70,Attempted
2019,Gdańsk,conflict outside family,3,Attempted
2019,Gdańsk,heartbreak,64,Attempted
2019,Gdańsk,school/work problems,8,Attempted
2019,Gdańsk,loss of source of income,6,Attempted
2019,Gdańsk,poor economical condition,17,Attempted
2019,Gdańsk,committing a crime,5,Attempted
2019,Gdańsk,unwanted pregnancy,1,Attempted
2019,Gdańsk,death of a loved one,6,Attempted
2019,Gdańsk,threat or loss of residence,2,Attempted
2019,Gdańsk,loss of health,8,Attempted
2019,Gorzów Wlkp.,mental illness,70,Attempted
2019,Gorzów Wlkp.,physical illness,6,Attempted
2019,Gorzów Wlkp.,virus carrier,0,Attempted
2019,Gorzów Wlkp.,disability,1,Attempted
2019,Gorzów Wlkp.,family problems,39,Attempted
2019,Gorzów Wlkp.,conflict outside family,2,Attempted
2019,Gorzów Wlkp.,heartbreak,41,Attempted
2019,Gorzów Wlkp.,school/work problems,4,Attempted
2019,Gorzów Wlkp.,loss of source of income,0,Attempted
2019,Gorzów Wlkp.,poor economical condition,12,Attempted
2019,Gorzów Wlkp.,committing a crime,0,Attempted
2019,Gorzów Wlkp.,unwanted pregnancy,0,Attempted
2019,Gorzów Wlkp.,death of a loved one,6,Attempted
2019,Gorzów Wlkp.,threat or loss of residence,0,Attempted
2019,Gorzów Wlkp.,loss of health,10,Attempted
2019,Katowice,mental illness,390,Attempted
2019,Katowice,physical illness,30,Attempted
2019,Katowice,virus carrier,1,Attempted
2019,Katowice,disability,4,Attempted
2019,Katowice,family problems,191,Attempted
2019,Katowice,conflict outside family,11,Attempted
2019,Katowice,heartbreak,219,Attempted
2019,Katowice,school/work problems,31,Attempted
2019,Katowice,loss of source of income,18,Attempted
2019,Katowice,poor economical condition,58,Attempted
2019,Katowice,committing a crime,9,Attempted
2019,Katowice,unwanted pregnancy,0,Attempted
2019,Katowice,death of a loved one,40,Attempted
2019,Katowice,threat or loss of residence,9,Attempted
2019,Katowice,loss of health,37,Attempted
2019,Kielce,mental illness,129,Attempted
2019,Kielce,physical illness,10,Attempted
2019,Kielce,virus carrier,1,Attempted
2019,Kielce,disability,1,Attempted
2019,Kielce,family problems,61,Attempted
2019,Kielce,conflict outside family,5,Attempted
2019,Kielce,heartbreak,53,Attempted
2019,Kielce,school/work problems,7,Attempted
2019,Kielce,loss of source of income,4,Attempted
2019,Kielce,poor economical condition,17,Attempted
2019,Kielce,committing a crime,3,Attempted
2019,Kielce,unwanted pregnancy,0,Attempted
2019,Kielce,death of a loved one,8,Attempted
2019,Kielce,threat or loss of residence,2,Attempted
2019,Kielce,loss of health,14,Attempted
2019,Kraków,mental illness,296,Attempted
2019,Kraków,physical illness,25,Attempted
2019,Kraków,virus carrier,0,Attempted
2019,Kraków,disability,2,Attempted
2019,Kraków,family problems,118,Attempted
2019,Kraków,conflict outside family,9,Attempted
2019,Kraków,heartbreak,87,Attempted
2019,Kraków,school/work problems,18,Attempted
2019,Kraków,loss of source of income,3,Attempted
2019,Kraków,poor economical condition,19,Attempted
2019,Kraków,committing a crime,5,Attempted
2019,Kraków,unwanted pregnancy,0,Attempted
2019,Kraków,death of a loved one,21,Attempted
2019,Kraków,threat or loss of residence,1,Attempted
2019,Kraków,loss of health,20,Attempted
2019,Łódź,mental illness,294,Attempted
2019,Łódź,physical illness,26,Attempted
2019,Łódź,virus carrier,0,Attempted
2019,Łódź,disability,3,Attempted
2019,Łódź,family problems,147,Attempted
2019,Łódź,conflict outside family,16,Attempted
2019,Łódź,heartbreak,196,Attempted
2019,Łódź,school/work problems,22,Attempted
2019,Łódź,loss of source of income,14,Attempted
2019,Łódź,poor economical condition,49,Attempted
2019,Łódź,committing a crime,5,Attempted
2019,Łódź,unwanted pregnancy,1,Attempted
2019,Łódź,death of a loved one,37,Attempted
2019,Łódź,threat or loss of residence,6,Attempted
2019,Łódź,loss of health,18,Attempted
2019,Lublin,mental illness,112,Attempted
2019,Lublin,physical illness,16,Attempted
2019,Lublin,virus carrier,0,Attempted
2019,Lublin,disability,0,Attempted
2019,Lublin,family problems,80,Attempted
2019,Lublin,conflict outside family,5,Attempted
2019,Lublin,heartbreak,49,Attempted
2019,Lublin,school/work problems,10,Attempted
2019,Lublin,loss of source of income,1,Attempted
2019,Lublin,poor economical condition,9,Attempted
2019,Lublin,committing a crime,3,Attempted
2019,Lublin,unwanted pregnancy,0,Attempted
2019,Lublin,death of a loved one,8,Attempted
2019,Lublin,threat or loss of residence,2,Attempted
2019,Lublin,loss of health,8,Attempted
2019,Olsztyn,mental illness,92,Attempted
2019,Olsztyn,physical illness,15,Attempted
2019,Olsztyn,virus carrier,0,Attempted
2019,Olsztyn,disability,2,Attempted
2019,Olsztyn,family problems,76,Attempted
2019,Olsztyn,conflict outside family,5,Attempted
2019,Olsztyn,heartbreak,68,Attempted
2019,Olsztyn,school/work problems,3,Attempted
2019,Olsztyn,loss of source of income,5,Attempted
2019,Olsztyn,poor economical condition,20,Attempted
2019,Olsztyn,committing a crime,3,Attempted
2019,Olsztyn,unwanted pregnancy,0,Attempted
2019,Olsztyn,death of a loved one,13,Attempted
2019,Olsztyn,threat or loss of residence,3,Attempted
2019,Olsztyn,loss of health,10,Attempted
2019,Opole,mental illness,50,Attempted
2019,Opole,physical illness,6,Attempted
2019,Opole,virus carrier,0,Attempted
2019,Opole,disability,2,Attempted
2019,Opole,family problems,34,Attempted
2019,Opole,conflict outside family,0,Attempted
2019,Opole,heartbreak,19,Attempted
2019,Opole,school/work problems,4,Attempted
2019,Opole,loss of source of income,1,Attempted
2019,Opole,poor economical condition,10,Attempted
2019,Opole,committing a crime,0,Attempted
2019,Opole,unwanted pregnancy,0,Attempted
2019,Opole,death of a loved one,4,Attempted
2019,Opole,threat or loss of residence,0,Attempted
2019,Opole,loss of health,6,Attempted
2019,Poznań,mental illness,171,Attempted
2019,Poznań,physical illness,23,Attempted
2019,Poznań,virus carrier,0,Attempted
2019,Poznań,disability,0,Attempted
2019,Poznań,family problems,104,Attempted
2019,Poznań,conflict outside family,3,Attempted
2019,Poznań,heartbreak,46,Attempted
2019,Poznań,school/work problems,12,Attempted
2019,Poznań,loss of source of income,10,Attempted
2019,Poznań,poor economical condition,19,Attempted
2019,Poznań,committing a crime,5,Attempted
2019,Poznań,unwanted pregnancy,0,Attempted
2019,Poznań,death of a loved one,9,Attempted
2019,Poznań,threat or loss of residence,1,Attempted
2019,Poznań,loss of health,14,Attempted
2019,Rzeszów,mental illness,151,Attempted
2019,Rzeszów,physical illness,9,Attempted
2019,Rzeszów,virus carrier,0,Attempted
2019,Rzeszów,disability,0,Attempted
2019,Rzeszów,family problems,66,Attempted
2019,Rzeszów,conflict outside family,5,Attempted
2019,Rzeszów,heartbreak,37,Attempted
2019,Rzeszów,school/work problems,12,Attempted
2019,Rzeszów,loss of source of income,8,Attempted
2019,Rzeszów,poor economical condition,11,Attempted
2019,Rzeszów,committing a crime,1,Attempted
2019,Rzeszów,unwanted pregnancy,0,Attempted
2019,Rzeszów,death of a loved one,11,Attempted
2019,Rzeszów,threat or loss of residence,2,Attempted
2019,Rzeszów,loss of health,15,Attempted
2019,Szczecin,mental illness,102,Attempted
2019,Szczecin,physical illness,20,Attempted
2019,Szczecin,virus carrier,0,Attempted
2019,Szczecin,disability,1,Attempted
2019,Szczecin,family problems,55,Attempted
2019,Szczecin,conflict outside family,4,Attempted
2019,Szczecin,heartbreak,78,Attempted
2019,Szczecin,school/work problems,5,Attempted
2019,Szczecin,loss of source of income,12,Attempted
2019,Szczecin,poor economical condition,23,Attempted
2019,Szczecin,committing a crime,5,Attempted
2019,Szczecin,unwanted pregnancy,0,Attempted
2019,Szczecin,death of a loved one,13,Attempted
2019,Szczecin,threat or loss of residence,0,Attempted
2019,Szczecin,loss of health,8,Attempted
2019,Warszawa,mental illness,102,Attempted
2019,Warszawa,physical illness,16,Attempted
2019,Warszawa,virus carrier,0,Attempted
2019,Warszawa,disability,2,Attempted
2019,Warszawa,family problems,30,Attempted
2019,Warszawa,conflict outside family,1,Attempted
2019,Warszawa,heartbreak,24,Attempted
2019,Warszawa,school/work problems,8,Attempted
2019,Warszawa,loss of source of income,3,Attempted
2019,Warszawa,poor economical condition,15,Attempted
2019,Warszawa,committing a crime,0,Attempted
2019,Warszawa,unwanted pregnancy,0,Attempted
2019,Warszawa,death of a loved one,9,Attempted
2019,Warszawa,threat or loss of residence,0,Attempted
2019,Warszawa,loss of health,11,Attempted
2019,Radom,mental illness,116,Attempted
2019,Radom,physical illness,12,Attempted
2019,Radom,virus carrier,0,Attempted
2019,Radom,disability,3,Attempted
2019,Radom,family problems,66,Attempted
2019,Radom,conflict outside family,5,Attempted
2019,Radom,heartbreak,48,Attempted
2019,Radom,school/work problems,6,Attempted
2019,Radom,loss of source of income,3,Attempted
2019,Radom,poor economical condition,15,Attempted
2019,Radom,committing a crime,5,Attempted
2019,Radom,unwanted pregnancy,0,Attempted
2019,Radom,death of a loved one,6,Attempted
2019,Radom,threat or loss of residence,0,Attempted
2019,Radom,loss of health,14,Attempted
2019,Wrocław,mental illness,220,Attempted
2019,Wrocław,physical illness,20,Attempted
2019,Wrocław,virus carrier,0,Attempted
2019,Wrocław,disability,3,Attempted
2019,Wrocław,family problems,95,Attempted
2019,Wrocław,conflict outside family,5,Attempted
2019,Wrocław,heartbreak,103,Attempted
2019,Wrocław,school/work problems,13,Attempted
2019,Wrocław,loss of source of income,1,Attempted
2019,Wrocław,poor economical condition,16,Attempted
2019,Wrocław,committing a crime,5,Attempted
2019,Wrocław,unwanted pregnancy,1,Attempted
2019,Wrocław,death of a loved one,27,Attempted
2019,Wrocław,threat or loss of residence,1,Attempted
2019,Wrocław,loss of health,20,Attempted
2020,Bydgoszcz,mental illness,75,Attempted
2020,Bydgoszcz,physical illness,7,Attempted
2020,Bydgoszcz,virus carrier,0,Attempted
2020,Bydgoszcz,disability,2,Attempted
2020,Bydgoszcz,family problems,27,Attempted
2020,Bydgoszcz,conflict outside family,4,Attempted
2020,Bydgoszcz,heartbreak,22,Attempted
2020,Bydgoszcz,school/work problems,3,Attempted
2020,Bydgoszcz,loss of source of income,1,Attempted
2020,Bydgoszcz,poor economical condition,15,Attempted
2020,Bydgoszcz,committing a crime,3,Attempted
2020,Bydgoszcz,unwanted pregnancy,0,Attempted
2020,Bydgoszcz,death of a loved one,6,Attempted
2020,Bydgoszcz,threat or loss of residence,1,Attempted
2020,Bydgoszcz,loss of health,1,Attempted
2020,Białystok,mental illness,131,Attempted
2020,Białystok,physical illness,11,Attempted
2020,Białystok,virus carrier,0,Attempted
2020,Białystok,disability,2,Attempted
2020,Białystok,family problems,50,Attempted
2020,Białystok,conflict outside family,6,Attempted
2020,Białystok,heartbreak,40,Attempted
2020,Białystok,school/work problems,6,Attempted
2020,Białystok,loss of source of income,3,Attempted
2020,Białystok,poor economical condition,15,Attempted
2020,Białystok,committing a crime,3,Attempted
2020,Białystok,unwanted pregnancy,0,Attempted
2020,Białystok,death of a loved one,8,Attempted
2020,Białystok,threat or loss of residence,1,Attempted
2020,Białystok,loss of health,6,Attempted
2020,Gdańsk,mental illness,185,Attempted
2020,Gdańsk,physical illness,11,Attempted
2020,Gdańsk,virus carrier,0,Attempted
2020,Gdańsk,disability,2,Attempted
2020,Gdańsk,family problems,71,Attempted
2020,Gdańsk,conflict outside family,8,Attempted
2020,Gdańsk,heartbreak,81,Attempted
2020,Gdańsk,school/work problems,13,Attempted
2020,Gdańsk,loss of source of income,7,Attempted
2020,Gdańsk,poor economical condition,18,Attempted
2020,Gdańsk,committing a crime,3,Attempted
2020,Gdańsk,unwanted pregnancy,0,Attempted
2020,Gdańsk,death of a loved one,15,Attempted
2020,Gdańsk,threat or loss of residence,2,Attempted
2020,Gdańsk,loss of health,10,Attempted
2020,Gorzów Wlkp.,mental illness,63,Attempted
2020,Gorzów Wlkp.,physical illness,5,Attempted
2020,Gorzów Wlkp.,virus carrier,0,Attempted
2020,Gorzów Wlkp.,disability,2,Attempted
2020,Gorzów Wlkp.,family problems,25,Attempted
2020,Gorzów Wlkp.,conflict outside family,3,Attempted
2020,Gorzów Wlkp.,heartbreak,34,Attempted
2020,Gorzów Wlkp.,school/work problems,3,Attempted
2020,Gorzów Wlkp.,loss of source of income,4,Attempted
2020,Gorzów Wlkp.,poor economical condition,7,Attempted
2020,Gorzów Wlkp.,committing a crime,2,Attempted
2020,Gorzów Wlkp.,unwanted pregnancy,0,Attempted
2020,Gorzów Wlkp.,death of a loved one,8,Attempted
2020,Gorzów Wlkp.,threat or loss of residence,1,Attempted
2020,Gorzów Wlkp.,loss of health,7,Attempted
2020,Katowice,mental illness,443,Attempted
2020,Katowice,physical illness,31,Attempted
2020,Katowice,virus carrier,0,Attempted
2020,Katowice,disability,6,Attempted
2020,Katowice,family problems,179,Attempted
2020,Katowice,conflict outside family,16,Attempted
2020,Katowice,heartbreak,208,Attempted
2020,Katowice,school/work problems,29,Attempted
2020,Katowice,loss of source of income,27,Attempted
2020,Katowice,poor economical condition,50,Attempted
2020,Katowice,committing a crime,6,Attempted
2020,Katowice,unwanted pregnancy,1,Attempted
2020,Katowice,death of a loved one,47,Attempted
2020,Katowice,threat or loss of residence,4,Attempted
2020,Katowice,loss of health,23,Attempted
2020,Kielce,mental illness,136,Attempted
2020,Kielce,physical illness,16,Attempted
2020,Kielce,virus carrier,0,Attempted
2020,Kielce,disability,0,Attempted
2020,Kielce,family problems,60,Attempted
2020,Kielce,conflict outside family,5,Attempted
2020,Kielce,heartbreak,54,Attempted
2020,Kielce,school/work problems,9,Attempted
2020,Kielce,loss of source of income,8,Attempted
2020,Kielce,poor economical condition,18,Attempted
2020,Kielce,committing a crime,6,Attempted
2020,Kielce,unwanted pregnancy,0,Attempted
2020,Kielce,death of a loved one,8,Attempted
2020,Kielce,threat or loss of residence,2,Attempted
2020,Kielce,loss of health,12,Attempted
2020,Kraków,mental illness,343,Attempted
2020,Kraków,physical illness,29,Attempted
2020,Kraków,virus carrier,0,Attempted
2020,Kraków,disability,3,Attempted
2020,Kraków,family problems,90,Attempted
2020,Kraków,conflict outside family,7,Attempted
2020,Kraków,heartbreak,82,Attempted
2020,Kraków,school/work problems,16,Attempted
2020,Kraków,loss of source of income,10,Attempted
2020,Kraków,poor economical condition,32,Attempted
2020,Kraków,committing a crime,1,Attempted
2020,Kraków,unwanted pregnancy,1,Attempted
2020,Kraków,death of a loved one,21,Attempted
2020,Kraków,threat or loss of residence,3,Attempted
2020,Kraków,loss of health,22,Attempted
2020,Łódź,mental illness,366,Attempted
2020,Łódź,physical illness,30,Attempted
2020,Łódź,virus carrier,2,Attempted
2020,Łódź,disability,2,Attempted
2020,Łódź,family problems,154,Attempted
2020,Łódź,conflict outside family,15,Attempted
2020,Łódź,heartbreak,175,Attempted
2020,Łódź,school/work problems,23,Attempted
2020,Łódź,loss of source of income,18,Attempted
2020,Łódź,poor economical condition,41,Attempted
2020,Łódź,committing a crime,6,Attempted
2020,Łódź,unwanted pregnancy,0,Attempted
2020,Łódź,death of a loved one,40,Attempted
2020,Łódź,threat or loss of residence,6,Attempted
2020,Łódź,loss of health,21,Attempted
2020,Lublin,mental illness,129,Attempted
2020,Lublin,physical illness,11,Attempted
2020,Lublin,virus carrier,0,Attempted
2020,Lublin,disability,0,Attempted
2020,Lublin,family problems,42,Attempted
2020,Lublin,conflict outside family,5,Attempted
2020,Lublin,heartbreak,46,Attempted
2020,Lublin,school/work problems,13,Attempted
2020,Lublin,loss of source of income,7,Attempted
2020,Lublin,poor economical condition,10,Attempted
2020,Lublin,committing a crime,1,Attempted
2020,Lublin,unwanted pregnancy,0,Attempted
2020,Lublin,death of a loved one,6,Attempted
2020,Lublin,threat or loss of residence,1,Attempted
2020,Lublin,loss of health,13,Attempted
2020,Olsztyn,mental illness,104,Attempted
2020,Olsztyn,physical illness,9,Attempted
2020,Olsztyn,virus carrier,0,Attempted
2020,Olsztyn,disability,3,Attempted
2020,Olsztyn,family problems,62,Attempted
2020,Olsztyn,conflict outside family,14,Attempted
2020,Olsztyn,heartbreak,66,Attempted
2020,Olsztyn,school/work problems,6,Attempted
2020,Olsztyn,loss of source of income,4,Attempted
2020,Olsztyn,poor economical condition,23,Attempted
2020,Olsztyn,committing a crime,2,Attempted
2020,Olsztyn,unwanted pregnancy,0,Attempted
2020,Olsztyn,death of a loved one,9,Attempted
2020,Olsztyn,threat or loss of residence,2,Attempted
2020,Olsztyn,loss of health,9,Attempted
2020,Opole,mental illness,43,Attempted
2020,Opole,physical illness,9,Attempted
2020,Opole,virus carrier,0,Attempted
2020,Opole,disability,0,Attempted
2020,Opole,family problems,21,Attempted
2020,Opole,conflict outside family,2,Attempted
2020,Opole,heartbreak,31,Attempted
2020,Opole,school/work problems,0,Attempted
2020,Opole,loss of source of income,2,Attempted
2020,Opole,poor economical condition,6,Attempted
2020,Opole,committing a crime,1,Attempted
2020,Opole,unwanted pregnancy,0,Attempted
2020,Opole,death of a loved one,7,Attempted
2020,Opole,threat or loss of residence,1,Attempted
2020,Opole,loss of health,7,Attempted
2020,Poznań,mental illness,195,Attempted
2020,Poznań,physical illness,21,Attempted
2020,Poznań,virus carrier,0,Attempted
2020,Poznań,disability,1,Attempted
2020,Poznań,family problems,78,Attempted
2020,Poznań,conflict outside family,4,Attempted
2020,Poznań,heartbreak,56,Attempted
2020,Poznań,school/work problems,9,Attempted
2020,Poznań,loss of source of income,13,Attempted
2020,Poznań,poor economical condition,22,Attempted
2020,Poznań,committing a crime,3,Attempted
2020,Poznań,unwanted pregnancy,0,Attempted
2020,Poznań,death of a loved one,18,Attempted
2020,Poznań,threat or loss of residence,0,Attempted
2020,Poznań,loss of health,18,Attempted
2020,Rzeszów,mental illness,168,Attempted
2020,Rzeszów,physical illness,15,Attempted
2020,Rzeszów,virus carrier,0,Attempted
2020,Rzeszów,disability,1,Attempted
2020,Rzeszów,family problems,67,Attempted
2020,Rzeszów,conflict outside family,7,Attempted
2020,Rzeszów,heartbreak,50,Attempted
2020,Rzeszów,school/work problems,3,Attempted
2020,Rzeszów,loss of source of income,4,Attempted
2020,Rzeszów,poor economical condition,12,Attempted
2020,Rzeszów,committing a crime,1,Attempted
2020,Rzeszów,unwanted pregnancy,0,Attempted
2020,Rzeszów,death of a loved one,9,Attempted
2020,Rzeszów,threat or loss of residence,2,Attempted
2020,Rzeszów,loss of health,14,Attempted
2020,Szczecin,mental illness,116,Attempted
2020,Szczecin,physical illness,13,Attempted
2020,Szczecin,virus carrier,0,Attempted
2020,Szczecin,disability,2,Attempted
2020,Szczecin,family problems,65,Attempted
2020,Szczecin,conflict outside family,7,Attempted
2020,Szczecin,heartbreak,67,Attempted
2020,Szczecin,school/work problems,7,Attempted
2020,Szczecin,loss of source of income,4,Attempted
2020,Szczecin,poor economical condition,12,Attempted
2020,Szczecin,committing a crime,4,Attempted
2020,Szczecin,unwanted pregnancy,0,Attempted
2020,Szczecin,death of a loved one,17,Attempted
2020,Szczecin,threat or loss of residence,1,Attempted
2020,Szczecin,loss of health,14,Attempted
2020,Warszawa,mental illness,127,Attempted
2020,Warszawa,physical illness,14,Attempted
2020,Warszawa,virus carrier,0,Attempted
2020,Warszawa,disability,2,Attempted
2020,Warszawa,family problems,22,Attempted
2020,Warszawa,conflict outside family,4,Attempted
2020,Warszawa,heartbreak,20,Attempted
2020,Warszawa,school/work problems,3,Attempted
2020,Warszawa,loss of source of income,4,Attempted
2020,Warszawa,poor economical condition,10,Attempted
2020,Warszawa,committing a crime,1,Attempted
2020,Warszawa,unwanted pregnancy,0,Attempted
2020,Warszawa,death of a loved one,7,Attempted
2020,Warszawa,threat or loss of residence,1,Attempted
2020,Warszawa,loss of health,13,Attempted
2020,Radom,mental illness,111,Attempted
2020,Radom,physical illness,13,Attempted
2020,Radom,virus carrier,1,Attempted
2020,Radom,disability,3,Attempted
2020,Radom,family problems,57,Attempted
2020,Radom,conflict outside family,6,Attempted
2020,Radom,heartbreak,45,Attempted
2020,Radom,school/work problems,4,Attempted
2020,Radom,loss of source of income,4,Attempted
2020,Radom,poor economical condition,14,Attempted
2020,Radom,committing a crime,2,Attempted
2020,Radom,unwanted pregnancy,1,Attempted
2020,Radom,death of a loved one,10,Attempted
2020,Radom,threat or loss of residence,0,Attempted
2020,Radom,loss of health,8,Attempted
2020,Wrocław,mental illness,204,Attempted
2020,Wrocław,physical illness,14,Attempted
2020,Wrocław,virus carrier,1,Attempted
2020,Wrocław,disability,4,Attempted
2020,Wrocław,family problems,57,Attempted
2020,Wrocław,conflict outside family,8,Attempted
2020,Wrocław,heartbreak,131,Attempted
2020,Wrocław,school/work problems,12,Attempted
2020,Wrocław,loss of source of income,7,Attempted
2020,Wrocław,poor economical condition,27,Attempted
2020,Wrocław,committing a crime,1,Attempted
2020,Wrocław,unwanted pregnancy,1,Attempted
2020,Wrocław,death of a loved one,25,Attempted
2020,Wrocław,threat or loss of residence,1,Attempted
2020,Wrocław,loss of health,22,Attempted
2021,Bydgoszcz,mental illness,82,Attempted
2021,Bydgoszcz,physical illness,7,Attempted
2021,Bydgoszcz,virus carrier,0,Attempted
2021,Bydgoszcz,disability,1,Attempted
2021,Bydgoszcz,family problems,37,Attempted
2021,Bydgoszcz,conflict outside family,1,Attempted
2021,Bydgoszcz,heartbreak,27,Attempted
2021,Bydgoszcz,school/work problems,5,Attempted
2021,Bydgoszcz,loss of source of income,4,Attempted
2021,Bydgoszcz,poor economical condition,9,Attempted
2021,Bydgoszcz,committing a crime,1,Attempted
2021,Bydgoszcz,unwanted pregnancy,0,Attempted
2021,Bydgoszcz,death of a loved one,9,Attempted
2021,Bydgoszcz,threat or loss of residence,0,Attempted
2021,Bydgoszcz,loss of health,6,Attempted
