year,garnizon,job,suicides,outcome
2010,Katowice,self-employed,18,Attempted
2010,Katowice,farmer,4,Attempted
2010,Katowice,student (elementary),27,Attempted
2010,Katowice,student (college/university),2,Attempted
2010,Katowice,unemployed,155,Attempted
2010,Kielce,manual,39,Attempted
2010,Kielce,white collar,1,Attempted
2010,Kielce,self-employed,4,Attempted
2010,Kielce,farmer,17,Attempted
2010,Kielce,student (elementary),8,Attempted
2010,Kielce,student (college/university),0,Attempted
2010,Kielce,unemployed,65,Attempted
2010,Olsztyn,manual,49,Attempted
2010,Olsztyn,white collar,6,Attempted
2010,Olsztyn,self-employed,8,Attempted
2010,Olsztyn,farmer,11,Attempted
2010,Olsztyn,student (elementary),22,Attempted
2010,Olsztyn,student (college/university),1,Attempted
2010,Olsztyn,unemployed,95,Attempted
2010,Poznań,manual,65,Attempted
2010,Poznań,white collar,10,Attempted
2010,Poznań,self-employed,14,Attempted
2010,Poznań,farmer,12,Attempted
2010,Poznań,student (elementary),11,Attempted
2010,Poznań,student (college/university),2,Attempted
2010,Poznań,unemployed,79,Attempted
2010,Szczecin,manual,21,Attempted
2010,Szczecin,white collar,4,Attempted
2010,Szczecin,self-employed,4,Attempted
2010,Szczecin,farmer,1,Attempted
2010,Szczecin,student (elementary),17,Attempted
2010,Szczecin,student (college/university),2,Attempted
2010,Szczecin,unemployed,51,Attempted
2010,Warszawa,manual,32,Attempted
2010,Warszawa,white collar,10,Attempted
2010,Warszawa,self-employed,7,Attempted
2010,Warszawa,farmer,8,Attempted
2010,Warszawa,student (elementary),9,Attempted
2010,Warszawa,student (college/university),7,Attempted
2010,Warszawa,unemployed,62,Attempted
2011,Wrocław,manual,33,Attempted
2011,Wrocław,white collar,6,Attempted
2011,Wrocław,self-employed,8,Attempted
2011,Wrocław,farmer,3,Attempted
2011,Wrocław,student (elementary),4,Attempted
2011,Wrocław,student (college/university),0,Attempted
2011,Wrocław,unemployed,80,Attempted
2011,Bydgoszcz,manual,37,Attempted
2011,Bydgoszcz,white collar,8,Attempted
2011,Bydgoszcz,self-employed,13,Attempted
2011,Bydgoszcz,farmer,18,Attempted
2011,Bydgoszcz,student (elementary),13,Attempted
2011,Bydgoszcz,student (college/university),4,Attempted
2011,Bydgoszcz,unemployed,91,Attempted
2011,Lublin,manual,39,Attempted
2011,Lublin,white collar,14,Attempted
2011,Lublin,self-employed,10,Attempted
2011,Lublin,farmer,40,Attempted
2011,Lublin,student (elementary),11,Attempted
2011,Lublin,student (college/university),1,Attempted
2011,Lublin,unemployed,79,Attempted
2011,Gorzów Wlkp.,manual,23,Attempted
2011,Gorzów Wlkp.,white collar,3,Attempted
2011,Gorzów Wlkp.,self-employed,6,Attempted
2011,Gorzów Wlkp.,farmer,4,Attempted
2011,Gorzów Wlkp.,student (elementary),10,Attempted
2011,Gorzów Wlkp.,student (college/university),1,Attempted
2011,Gorzów Wlkp.,unemployed,48,Attempted
2011,Łódź,manual,56,Attempted
2011,Łódź,white collar,10,Attempted
2011,Łódź,self-employed,10,Attempted
2011,Łódź,farmer,39,Attempted
2011,Łódź,student (elementary),15,Attempted
2011,Łódź,student (college/university),1,Attempted
2011,Łódź,unemployed,90,Attempted
2011,Kraków,manual,80,Attempted
2011,Kraków,white collar,10,Attempted
2011,Kraków,self-employed,21,Attempted
2011,Kraków,farmer,23,Attempted
2011,Kraków,student (elementary),12,Attempted
2011,Kraków,student (college/university),7,Attempted
2011,Kraków,unemployed,97,Attempted
2011,Radom,manual,45,Attempted
2011,Radom,white collar,3,Attempted
2011,Radom,self-employed,12,Attempted
2011,Radom,farmer,49,Attempted
2011,Radom,student (elementary),22,Attempted
2011,Radom,student (college/university),3,Attempted
2011,Radom,unemployed,92,Attempted
2011,Opole,manual,25,Attempted
2011,Opole,white collar,4,Attempted
2011,Opole,self-employed,5,Attempted
2011,Opole,farmer,2,Attempted
2011,Opole,student (elementary),7,Attempted
2011,Opole,student (college/university),5,Attempted
2011,Opole,unemployed,36,Attempted
2011,Rzeszów,manual,35,Attempted
2011,Rzeszów,white collar,7,Attempted
2011,Rzeszów,self-employed,7,Attempted
2011,Rzeszów,farmer,16,Attempted
2011,Rzeszów,student (elementary),9,Attempted
2011,Rzeszów,student (college/university),2,Attempted
2011,Rzeszów,unemployed,38,Attempted
2011,Białystok,manual,29,Attempted
2011,Białystok,white collar,8,Attempted
2011,Białystok,self-employed,4,Attempted
2011,Białystok,farmer,22,Attempted
2011,Białystok,student (elementary),16,Attempted
2011,Białystok,student (college/university),2,Attempted
2011,Białystok,unemployed,52,Attempted
2011,Gdańsk,manual,52,Attempted
2011,Gdańsk,white collar,5,Attempted
2011,Gdańsk,self-employed,6,Attempted
2011,Gdańsk,farmer,4,Attempted
2011,Gdańsk,student (elementary),14,Attempted
2011,Gdańsk,student (college/university),1,Attempted
2011,Gdańsk,unemployed,47,Attempted
2011,Katowice,manual,117,Attempted
2011,Katowice,white collar,9,Attempted
2011,Katowice,self-employed,22,Attempted
2011,Katowice,farmer,3,Attempted
2011,Katowice,student (elementary),30,Attempted
2011,Katowice,student (college/university),5,Attempted
2011,Katowice,unemployed,149,Attempted
2011,Kielce,manual,31,Attempted
2011,Kielce,white collar,4,Attempted
2011,Kielce,self-employed,6,Attempted
2011,Kielce,farmer,14,Attempted
2011,Kielce,student (elementary),4,Attempted
2011,Kielce,student (college/university),1,Attempted
2011,Kielce,unemployed,49,Attempted
2011,Olsztyn,manual,50,Attempted
2011,Olsztyn,white collar,5,Attempted
2011,Olsztyn,self-employed,6,Attempted
2011,Olsztyn,farmer,10,Attempted
2011,Olsztyn,student (elementary),20,Attempted
2011,Olsztyn,student (college/university),4,Attempted
2011,Olsztyn,unemployed,71,Attempted
2011,Poznań,manual,52,Attempted
2011,Poznań,white collar,10,Attempted
2011,Poznań,self-employed,15,Attempted
2011,Poznań,farmer,7,Attempted
2011,Poznań,student (elementary),15,Attempted
2011,Poznań,student (college/university),2,Attempted
2011,Poznań,unemployed,62,Attempted
2011,Szczecin,manual,24,Attempted
2011,Szczecin,white collar,3,Attempted
2011,Szczecin,self-employed,10,Attempted
2011,Szczecin,farmer,0,Attempted
2011,Szczecin,student (elementary),18,Attempted
2011,Szczecin,student (college/university),1,Attempted
2011,Szczecin,unemployed,53,Attempted
2011,Warszawa,manual,35,Attempted
2011,Warszawa,white collar,4,Attempted
2011,Warszawa,self-employed,8,Attempted
2011,Warszawa,farmer,2,Attempted
2011,Warszawa,student (elementary),6,Attempted
2011,Warszawa,student (college/university),5,Attempted
2011,Warszawa,unemployed,42,Attempted
2012,Wrocław,manual,50,Attempted
2012,Wrocław,white collar,3,Attempted
2012,Wrocław,self-employed,9,Attempted
2012,Wrocław,farmer,1,Attempted
2012,Wrocław,student (elementary),11,Attempted
2012,Wrocław,student (college/university),2,Attempted
2012,Wrocław,unemployed,69,Attempted
2012,Bydgoszcz,manual,65,Attempted
2012,Bydgoszcz,white collar,9,Attempted
2012,Bydgoszcz,self-employed,16,Attempted
2012,Bydgoszcz,farmer,13,Attempted
2012,Bydgoszcz,student (elementary),17,Attempted
2012,Bydgoszcz,student (college/university),2,Attempted
2012,Bydgoszcz,unemployed,90,Attempted
2012,Lublin,manual,42,Attempted
2012,Lublin,white collar,5,Attempted
2012,Lublin,self-employed,10,Attempted
2012,Lublin,farmer,33,Attempted
2012,Lublin,student (elementary),17,Attempted
2012,Lublin,student (college/university),3,Attempted
2012,Lublin,unemployed,82,Attempted
2012,Gorzów Wlkp.,manual,21,Attempted
2012,Gorzów Wlkp.,white collar,5,Attempted
2012,Gorzów Wlkp.,self-employed,5,Attempted
2012,Gorzów Wlkp.,farmer,1,Attempted
2012,Gorzów Wlkp.,student (elementary),8,Attempted
2012,Gorzów Wlkp.,student (college/university),0,Attempted
2012,Gorzów Wlkp.,unemployed,41,Attempted
2012,Łódź,manual,78,Attempted
2012,Łódź,white collar,6,Attempted
2012,Łódź,self-employed,18,Attempted
2012,Łódź,farmer,18,Attempted
2012,Łódź,student (elementary),20,Attempted
2012,Łódź,student (college/university),4,Attempted
2012,Łódź,unemployed,129,Attempted
2012,Kraków,manual,66,Attempted
2012,Kraków,white collar,17,Attempted
2012,Kraków,self-employed,20,Attempted
2012,Kraków,farmer,18,Attempted
2012,Kraków,student (elementary),21,Attempted
2012,Kraków,student (college/university),15,Attempted
2012,Kraków,unemployed,103,Attempted
2012,Radom,manual,51,Attempted
2012,Radom,white collar,3,Attempted
2012,Radom,self-employed,10,Attempted
2012,Radom,farmer,33,Attempted
2012,Radom,student (elementary),16,Attempted
2012,Radom,student (college/university),1,Attempted
2012,Radom,unemployed,89,Attempted
2012,Opole,manual,22,Attempted
2012,Opole,white collar,3,Attempted
2012,Opole,self-employed,4,Attempted
2012,Opole,farmer,0,Attempted
2012,Opole,student (elementary),12,Attempted
2012,Opole,student (college/university),0,Attempted
2012,Opole,unemployed,28,Attempted
2012,Rzeszów,manual,35,Attempted
2012,Rzeszów,white collar,6,Attempted
2012,Rzeszów,self-employed,8,Attempted
2012,Rzeszów,farmer,11,Attempted
2012,Rzeszów,student (elementary),11,Attempted
2012,Rzeszów,student (college/university),1,Attempted
2012,Rzeszów,unemployed,62,Attempted
2012,Białystok,manual,30,Attempted
2012,Białystok,white collar,6,Attempted
2012,Białystok,self-employed,5,Attempted
2012,Białystok,farmer,21,Attempted
2012,Białystok,student (elementary),15,Attempted
2012,Białystok,student (college/university),4,Attempted
2012,Białystok,unemployed,55,Attempted
2012,Gdańsk,manual,52,Attempted
2012,Gdańsk,white collar,4,Attempted
2012,Gdańsk,self-employed,8,Attempted
2012,Gdańsk,farmer,5,Attempted
2012,Gdańsk,student (elementary),12,Attempted
2012,Gdańsk,student (college/university),6,Attempted
2012,Gdańsk,unemployed,43,Attempted
2012,Katowice,manual,105,Attempted
2012,Katowice,white collar,5,Attempted
2012,Katowice,self-employed,16,Attempted
2012,Katowice,farmer,8,Attempted
2012,Katowice,student (elementary),30,Attempted
2012,Katowice,student (college/university),7,Attempted
2012,Katowice,unemployed,139,Attempted
2012,Kielce,manual,88,Attempted
2012,Kielce,white collar,14,Attempted
2012,Kielce,self-employed,17,Attempted
2012,Kielce,farmer,31,Attempted
2012,Kielce,student (elementary),18,Attempted
2012,Kielce,student (college/university),5,Attempted
2012,Kielce,unemployed,179,Attempted
2012,Olsztyn,manual,47,Attempted
2012,Olsztyn,white collar,10,Attempted
2012,Olsztyn,self-employed,7,Attempted
2012,Olsztyn,farmer,15,Attempted
2012,Olsztyn,student (elementary),28,Attempted
2012,Olsztyn,student (college/university),0,Attempted
2012,Olsztyn,unemployed,96,Attempted
2012,Poznań,manual,40,Attempted
2012,Poznań,white collar,5,Attempted
2012,Poznań,self-employed,10,Attempted
2012,Poznań,farmer,13,Attempted
2012,Poznań,student (elementary),6,Attempted
2012,Poznań,student (college/university),2,Attempted
2012,Poznań,unemployed,56,Attempted
2012,Szczecin,manual,30,Attempted
2012,Szczecin,white collar,0,Attempted
2012,Szczecin,self-employed,3,Attempted
2012,Szczecin,farmer,0,Attempted
2012,Szczecin,student (elementary),8,Attempted
2012,Szczecin,student (college/university),1,Attempted
2012,Szczecin,unemployed,63,Attempted
2012,Warszawa,manual,52,Attempted
2012,Warszawa,white collar,23,Attempted
2012,Warszawa,self-employed,19,Attempted
2012,Warszawa,farmer,8,Attempted
2012,Warszawa,student (elementary),19,Attempted
2012,Warszawa,student (college/university),9,Attempted
2012,Warszawa,unemployed,82,Attempted
2013,Bydgoszcz,manual,44,Attempted
2013,Bydgoszcz,white collar,5,Attempted
2013,Bydgoszcz,self-employed,7,Attempted
2013,Bydgoszcz,farmer,21,Attempted
2013,Bydgoszcz,student (elementary),13,Attempted
2013,Bydgoszcz,student (college/university),3,Attempted
2013,Bydgoszcz,unemployed,59,Attempted
2013,Białystok,manual,32,Attempted
2013,Białystok,white collar,6,Attempted
2013,Białystok,self-employed,8,Attempted
2013,Białystok,farmer,34,Attempted
2013,Białystok,student (elementary),16,Attempted
2013,Białystok,student (college/university),3,Attempted
2013,Białystok,unemployed,72,Attempted
2013,Gdańsk,manual,39,Attempted
2013,Gdańsk,white collar,6,Attempted
2013,Gdańsk,self-employed,19,Attempted
2013,Gdańsk,farmer,7,Attempted
2013,Gdańsk,student (elementary),5,Attempted
2013,Gdańsk,student (college/university),1,Attempted
2013,Gdańsk,unemployed,87,Attempted
2013,Gorzów Wlkp.,manual,23,Attempted
2013,Gorzów Wlkp.,white collar,4,Attempted
2013,Gorzów Wlkp.,self-employed,5,Attempted
2013,Gorzów Wlkp.,farmer,2,Attempted
2013,Gorzów Wlkp.,student (elementary),9,Attempted
2013,Gorzów Wlkp.,student (college/university),0,Attempted
2013,Gorzów Wlkp.,unemployed,48,Attempted
2013,Katowice,manual,177,Attempted
2013,Katowice,white collar,26,Attempted
2013,Katowice,self-employed,34,Attempted
2013,Katowice,farmer,2,Attempted
2013,Katowice,student (elementary),45,Attempted
2013,Katowice,student (college/university),6,Attempted
2013,Katowice,unemployed,229,Attempted
2013,Kielce,manual,106,Attempted
2013,Kielce,white collar,20,Attempted
2013,Kielce,self-employed,17,Attempted
2013,Kielce,farmer,29,Attempted
2013,Kielce,student (elementary),28,Attempted
2013,Kielce,student (college/university),2,Attempted
2013,Kielce,unemployed,255,Attempted
2013,Kraków,manual,88,Attempted
2013,Kraków,white collar,16,Attempted
2013,Kraków,self-employed,21,Attempted
2013,Kraków,farmer,22,Attempted
2013,Kraków,student (elementary),28,Attempted
2013,Kraków,student (college/university),10,Attempted
2013,Kraków,unemployed,147,Attempted
2013,Łódź,manual,80,Attempted
2013,Łódź,white collar,11,Attempted
2013,Łódź,self-employed,26,Attempted
2013,Łódź,farmer,30,Attempted
2013,Łódź,student (elementary),28,Attempted
2013,Łódź,student (college/university),12,Attempted
2013,Łódź,unemployed,167,Attempted
2013,Lublin,manual,44,Attempted
2013,Lublin,white collar,9,Attempted
2013,Lublin,self-employed,16,Attempted
2013,Lublin,farmer,37,Attempted
2013,Lublin,student (elementary),24,Attempted
2013,Lublin,student (college/university),4,Attempted
2013,Lublin,unemployed,126,Attempted
2013,Olsztyn,manual,47,Attempted
2013,Olsztyn,white collar,7,Attempted
2013,Olsztyn,self-employed,8,Attempted
2013,Olsztyn,farmer,8,Attempted
2013,Olsztyn,student (elementary),39,Attempted
2013,Olsztyn,student (college/university),3,Attempted
2013,Olsztyn,unemployed,128,Attempted
2013,Opole,manual,22,Attempted
2013,Opole,white collar,4,Attempted
2013,Opole,self-employed,2,Attempted
2013,Opole,farmer,3,Attempted
2013,Opole,student (elementary),12,Attempted
2013,Opole,student (college/university),1,Attempted
2013,Opole,unemployed,59,Attempted
2013,Poznań,manual,64,Attempted
2013,Poznań,white collar,8,Attempted
2013,Poznań,self-employed,22,Attempted
2013,Poznań,farmer,24,Attempted
2013,Poznań,student (elementary),17,Attempted
2013,Poznań,student (college/university),3,Attempted
2013,Poznań,unemployed,105,Attempted
2013,Rzeszów,manual,42,Attempted
2013,Rzeszów,white collar,6,Attempted
2013,Rzeszów,self-employed,6,Attempted
2013,Rzeszów,farmer,12,Attempted
2013,Rzeszów,student (elementary),14,Attempted
2013,Rzeszów,student (college/university),3,Attempted
2013,Rzeszów,unemployed,92,Attempted
2013,Szczecin,manual,51,Attempted
2013,Szczecin,white collar,6,Attempted
2013,Szczecin,self-employed,15,Attempted
2013,Szczecin,farmer,3,Attempted
2013,Szczecin,student (elementary),18,Attempted
2013,Szczecin,student (college/university),0,Attempted
2013,Szczecin,unemployed,124,Attempted
2013,Warszawa,manual,47,Attempted
2013,Warszawa,white collar,21,Attempted
2013,Warszawa,self-employed,24,Attempted
2013,Warszawa,farmer,5,Attempted
2013,Warszawa,student (elementary),11,Attempted
2013,Warszawa,student (college/university),8,Attempted
2013,Warszawa,unemployed,102,Attempted
2013,Radom,manual,61,Attempted
2013,Radom,white collar,7,Attempted
2013,Radom,self-employed,13,Attempted
2013,Radom,farmer,40,Attempted
2013,Radom,student (elementary),23,Attempted
2013,Radom,student (college/university),1,Attempted
2013,Radom,unemployed,145,Attempted
2013,Wrocław,manual,50,Attempted
2013,Wrocław,white collar,11,Attempted
2013,Wrocław,self-employed,21,Attempted
2013,Wrocław,farmer,10,Attempted
2013,Wrocław,student (elementary),17,Attempted
2013,Wrocław,student (college/university),4,Attempted
2013,Wrocław,unemployed,141,Attempted
2014,Bydgoszcz,manual,56,Attempted
2014,Bydgoszcz,white collar,6,Attempted
2014,Bydgoszcz,self-employed,14,Attempted
2014,Bydgoszcz,farmer,14,Attempted
2014,Bydgoszcz,student (elementary),10,Attempted
2014,Bydgoszcz,student (college/university),0,Attempted
2014,Bydgoszcz,unemployed,80,Attempted
2014,Białystok,manual,30,Attempted
2014,Białystok,white collar,4,Attempted
2014,Białystok,self-employed,6,Attempted
2014,Białystok,farmer,28,Attempted
2014,Białystok,student (elementary),17,Attempted
2014,Białystok,student (college/university),2,Attempted
2014,Białystok,unemployed,91,Attempted
2014,Gdańsk,manual,57,Attempted
2014,Gdańsk,white collar,13,Attempted
2014,Gdańsk,self-employed,8,Attempted
2014,Gdańsk,farmer,7,Attempted
2014,Gdańsk,student (elementary),26,Attempted
2014,Gdańsk,student (college/university),2,Attempted
2014,Gdańsk,unemployed,102,Attempted
2014,Gorzów Wlkp.,manual,14,Attempted
2014,Gorzów Wlkp.,white collar,1,Attempted
2014,Gorzów Wlkp.,self-employed,1,Attempted
2014,Gorzów Wlkp.,farmer,0,Attempted
2014,Gorzów Wlkp.,student (elementary),9,Attempted
2014,Gorzów Wlkp.,student (college/university),1,Attempted
2014,Gorzów Wlkp.,unemployed,43,Attempted
2014,Katowice,manual,185,Attempted
2014,Katowice,white collar,21,Attempted
2014,Katowice,self-employed,37,Attempted
2014,Katowice,farmer,2,Attempted
2014,Katowice,student (elementary),56,Attempted
2014,Katowice,student (college/university),5,Attempted
2014,Katowice,unemployed,299,Attempted
2014,Kielce,manual,116,Attempted
2014,Kielce,white collar,20,Attempted
2014,Kielce,self-employed,24,Attempted
2014,Kielce,farmer,39,Attempted
2014,Kielce,student (elementary),46,Attempted
2014,Kielce,student (college/university),7,Attempted
2014,Kielce,unemployed,321,Attempted
2014,Kraków,manual,102,Attempted
2014,Kraków,white collar,12,Attempted
2014,Kraków,self-employed,26,Attempted
2014,Kraków,farmer,26,Attempted
2014,Kraków,student (elementary),51,Attempted
2014,Kraków,student (college/university),12,Attempted
2014,Kraków,unemployed,193,Attempted
2014,Łódź,manual,115,Attempted
2014,Łódź,white collar,18,Attempted
2014,Łódź,self-employed,11,Attempted
2014,Łódź,farmer,44,Attempted
2014,Łódź,student (elementary),42,Attempted
2014,Łódź,student (college/university),8,Attempted
2014,Łódź,unemployed,167,Attempted
2014,Lublin,manual,61,Attempted
2014,Lublin,white collar,15,Attempted
2014,Lublin,self-employed,7,Attempted
2014,Lublin,farmer,32,Attempted
2014,Lublin,student (elementary),31,Attempted
2014,Lublin,student (college/university),10,Attempted
2014,Lublin,unemployed,136,Attempted
2014,Olsztyn,manual,77,Attempted
2014,Olsztyn,white collar,13,Attempted
2014,Olsztyn,self-employed,11,Attempted
2014,Olsztyn,farmer,6,Attempted
2014,Olsztyn,student (elementary),34,Attempted
2014,Olsztyn,student (college/university),3,Attempted
2014,Olsztyn,unemployed,162,Attempted
2014,Opole,manual,33,Attempted
2014,Opole,white collar,8,Attempted
2014,Opole,self-employed,5,Attempted
2014,Opole,farmer,4,Attempted
2014,Opole,student (elementary),11,Attempted
2014,Opole,student (college/university),5,Attempted
2014,Opole,unemployed,64,Attempted
2014,Poznań,manual,80,Attempted
2014,Poznań,white collar,12,Attempted
2014,Poznań,self-employed,12,Attempted
2014,Poznań,farmer,31,Attempted
2014,Poznań,student (elementary),25,Attempted
2014,Poznań,student (college/university),2,Attempted
2014,Poznań,unemployed,140,Attempted
2014,Rzeszów,manual,48,Attempted
2014,Rzeszów,white collar,7,Attempted
2014,Rzeszów,self-employed,12,Attempted
2014,Rzeszów,farmer,14,Attempted
2014,Rzeszów,student (elementary),17,Attempted
2014,Rzeszów,student (college/university),4,Attempted
2014,Rzeszów,unemployed,138,Attempted
2014,Szczecin,manual,73,Attempted
2014,Szczecin,white collar,11,Attempted
2014,Szczecin,self-employed,12,Attempted
2014,Szczecin,farmer,4,Attempted
2014,Szczecin,student (elementary),20,Attempted
2014,Szczecin,student (college/university),5,Attempted
2014,Szczecin,unemployed,132,Attempted
2014,Warszawa,manual,45,Attempted
2014,Warszawa,white collar,21,Attempted
2014,Warszawa,self-employed,18,Attempted
2014,Warszawa,farmer,4,Attempted
2014,Warszawa,student (elementary),15,Attempted
2014,Warszawa,student (college/university),5,Attempted
2014,Warszawa,unemployed,110,Attempted
2014,Radom,manual,82,Attempted
2014,Radom,white collar,10,Attempted
2014,Radom,self-employed,14,Attempted
2014,Radom,farmer,52,Attempted
2014,Radom,student (elementary),32,Attempted
2014,Radom,student (college/university),4,Attempted
2014,Radom,unemployed,165,Attempted
2014,Wrocław,manual,79,Attempted
2014,Wrocław,white collar,10,Attempted
2014,Wrocław,self-employed,14,Attempted
2014,Wrocław,farmer,6,Attempted
2014,Wrocław,student (elementary),30,Attempted
2014,Wrocław,student (college/university),6,Attempted
2014,Wrocław,unemployed,179,Attempted
2015,Bydgoszcz,manual,36,Attempted
2015,Bydgoszcz,white collar,7,Attempted
2015,Bydgoszcz,self-employed,8,Attempted
2015,Bydgoszcz,farmer,14,Attempted
2015,Bydgoszcz,student (elementary),15,Attempted
2015,Bydgoszcz,student (college/university),3,Attempted
2015,Bydgoszcz,unemployed,74,Attempted
2015,Białystok,manual,35,Attempted
2015,Białystok,white collar,5,Attempted
2015,Białystok,self-employed,6,Attempted
2015,Białystok,farmer,29,Attempted
2015,Białystok,student (elementary),12,Attempted
2015,Białystok,student (college/university),5,Attempted
2015,Białystok,unemployed,61,Attempted
2015,Gdańsk,manual,65,Attempted
2015,Gdańsk,white collar,7,Attempted
2015,Gdańsk,self-employed,11,Attempted
2015,Gdańsk,farmer,7,Attempted
2015,Gdańsk,student (elementary),23,Attempted
2015,Gdańsk,student (college/university),4,Attempted
2015,Gdańsk,unemployed,94,Attempted
2015,Gorzów Wlkp.,manual,32,Attempted
2015,Gorzów Wlkp.,white collar,2,Attempted
2015,Gorzów Wlkp.,self-employed,5,Attempted
2015,Gorzów Wlkp.,farmer,1,Attempted
2015,Gorzów Wlkp.,student (elementary),10,Attempted
2015,Gorzów Wlkp.,student (college/university),0,Attempted
2015,Gorzów Wlkp.,unemployed,65,Attempted
2015,Katowice,manual,201,Attempted
2015,Katowice,white collar,16,Attempted
2015,Katowice,self-employed,35,Attempted
2015,Katowice,farmer,7,Attempted
2015,Katowice,student (elementary),73,Attempted
2015,Katowice,student (college/university),5,Attempted
2015,Katowice,unemployed,328,Attempted
2015,Kielce,manual,128,Attempted
2015,Kielce,white collar,27,Attempted
2015,Kielce,self-employed,22,Attempted
2015,Kielce,farmer,29,Attempted
2015,Kielce,student (elementary),35,Attempted
2015,Kielce,student (college/university),9,Attempted
2015,Kielce,unemployed,305,Attempted
2015,Kraków,manual,104,Attempted
2015,Kraków,white collar,15,Attempted
2015,Kraków,self-employed,21,Attempted
2015,Kraków,farmer,16,Attempted
2015,Kraków,student (elementary),51,Attempted
2015,Kraków,student (college/university),15,Attempted
2015,Kraków,unemployed,157,Attempted
2015,Łódź,manual,121,Attempted
2015,Łódź,white collar,22,Attempted
2015,Łódź,self-employed,18,Attempted
2015,Łódź,farmer,25,Attempted
2015,Łódź,student (elementary),49,Attempted
2015,Łódź,student (college/university),6,Attempted
2015,Łódź,unemployed,205,Attempted
2015,Lublin,manual,64,Attempted
2015,Lublin,white collar,3,Attempted
2015,Lublin,self-employed,16,Attempted
2015,Lublin,farmer,30,Attempted
2015,Lublin,student (elementary),28,Attempted
2015,Lublin,student (college/university),6,Attempted
2015,Lublin,unemployed,131,Attempted
2015,Olsztyn,manual,67,Attempted
2015,Olsztyn,white collar,10,Attempted
2015,Olsztyn,self-employed,10,Attempted
2015,Olsztyn,farmer,13,Attempted
2015,Olsztyn,student (elementary),35,Attempted
2015,Olsztyn,student (college/university),2,Attempted
2015,Olsztyn,unemployed,171,Attempted
2015,Opole,manual,41,Attempted
2015,Opole,white collar,8,Attempted
2015,Opole,self-employed,13,Attempted
2015,Opole,farmer,11,Attempted
2015,Opole,student (elementary),16,Attempted
2015,Opole,student (college/university),2,Attempted
2015,Opole,unemployed,53,Attempted
2015,Poznań,manual,78,Attempted
2015,Poznań,white collar,11,Attempted
2015,Poznań,self-employed,22,Attempted
2015,Poznań,farmer,25,Attempted
2015,Poznań,student (elementary),20,Attempted
2015,Poznań,student (college/university),4,Attempted
2015,Poznań,unemployed,142,Attempted
2015,Rzeszów,manual,59,Attempted
2015,Rzeszów,white collar,14,Attempted
2015,Rzeszów,self-employed,8,Attempted
2015,Rzeszów,farmer,18,Attempted
2015,Rzeszów,student (elementary),28,Attempted
2015,Rzeszów,student (college/university),2,Attempted
2015,Rzeszów,unemployed,142,Attempted
2015,Szczecin,manual,56,Attempted
2015,Szczecin,white collar,5,Attempted
2015,Szczecin,self-employed,11,Attempted
2015,Szczecin,farmer,6,Attempted
2015,Szczecin,student (elementary),24,Attempted
2015,Szczecin,student (college/university),3,Attempted
2015,Szczecin,unemployed,123,Attempted
2015,Warszawa,manual,48,Attempted
2015,Warszawa,white collar,21,Attempted
2015,Warszawa,self-employed,17,Attempted
2015,Warszawa,farmer,6,Attempted
2015,Warszawa,student (elementary),18,Attempted
2015,Warszawa,student (college/university),5,Attempted
2015,Warszawa,unemployed,75,Attempted
2015,Radom,manual,90,Attempted
2015,Radom,white collar,10,Attempted
2015,Radom,self-employed,6,Attempted
2015,Radom,farmer,39,Attempted
2015,Radom,student (elementary),14,Attempted
2015,Radom,student (college/university),3,Attempted
2015,Radom,unemployed,134,Attempted
2015,Wrocław,manual,95,Attempted
2015,Wrocław,white collar,11,Attempted
2015,Wrocław,self-employed,11,Attempted
2015,Wrocław,farmer,6,Attempted
2015,Wrocław,student (elementary),14,Attempted
2015,Wrocław,student (college/university),4,Attempted
2015,Wrocław,unemployed,151,Attempted
2016,Bydgoszcz,manual,42,Attempted
2016,Bydgoszcz,white collar,7,Attempted
2016,Bydgoszcz,self-employed,8,Attempted
2016,Bydgoszcz,farmer,20,Attempted
2016,Bydgoszcz,student (elementary),12,Attempted
2016,Bydgoszcz,student (college/university),2,Attempted
2016,Bydgoszcz,unemployed,64,Attempted
2016,Białystok,manual,59,Attempted
2016,Białystok,white collar,2,Attempted
2016,Białystok,self-employed,11,Attempted
2016,Białystok,farmer,36,Attempted
2016,Białystok,student (elementary),21,Attempted
2016,Białystok,student (college/university),0,Attempted
2016,Białystok,unemployed,78,Attempted
2016,Gdańsk,manual,53,Attempted
2016,Gdańsk,white collar,4,Attempted
2016,Gdańsk,self-employed,12,Attempted
2016,Gdańsk,farmer,11,Attempted
2016,Gdańsk,student (elementary),30,Attempted
2016,Gdańsk,student (college/university),3,Attempted
2016,Gdańsk,unemployed,94,Attempted
2016,Gorzów Wlkp.,manual,27,Attempted
2016,Gorzów Wlkp.,white collar,3,Attempted
2016,Gorzów Wlkp.,self-employed,3,Attempted
2016,Gorzów Wlkp.,farmer,0,Attempted
2016,Gorzów Wlkp.,student (elementary),8,Attempted
2016,Gorzów Wlkp.,student (college/university),0,Attempted
2016,Gorzów Wlkp.,unemployed,70,Attempted
2016,Katowice,manual,179,Attempted
2016,Katowice,white collar,23,Attempted
2016,Katowice,self-employed,23,Attempted
2016,Katowice,farmer,6,Attempted
2016,Katowice,student (elementary),71,Attempted
2016,Katowice,student (college/university),6,Attempted
2016,Katowice,unemployed,324,Attempted
2016,Kielce,manual,118,Attempted
